Predicted,Actual
1962.7877197265625,1994.7099609375
1970.6981201171875,2019.27001953125
1977.2039794921875,2015.27001953125
1994.7608642578125,2014.23999023437
1999.66796875,2026.90002441406
2004.273193359375,2041.16003417969
2001.4229736328125,2047.88000488281
2003.580810546875,2048.63989257812
2003.4066162109375,2048.55004882813
2014.7635498046875,2032.47998046875
2021.0244140625,2037.89001464844
2029.3912353515625,2035.75
2033.0977783203125,2058.27001953125
2038.1802978515625,2063.77001953125
2047.135009765625,2056.6201171875
2052.832275390625,2073.18994140625
2055.0224609375,2062.5
2051.514892578125,2045.56005859375
2051.29931640625,2063.01000976562
2049.371826171875,2045.5400390625
2056.9169921875,2050.22998046875
2060.778564453125,2043.71997070312
2068.02783203125,2065.919921875
2071.626953125,2082.88989257812
2068.13916015625,2083.10009765625
2067.496337890625,2078.830078125
2066.37353515625,2096.05004882812
2060.53564453125,2101.52001953125
2065.96875,2102.09008789062
2061.120849609375,2091.48999023437
2069.56298828125,2089.3701171875
2077.07080078125,2089.84008789063
2088.139892578125,2092.330078125
2092.73681640625,2090.92993164063
2096.986083984375,2071.82006835937
2100.276123046875,2067.169921875
2106.51416015625,2077.17993164063
2105.24853515625,2060.30004882812
2100.88818359375,2052.94995117187
2097.01416015625,2047.77001953125
2096.44287109375,2057.55004882812
2093.57958984375,2062.6298828125
2087.988037109375,2083.2900390625
2082.401123046875,2067.169921875
2078.221923828125,2062.5
2073.164306640625,2046.53002929687
2072.3896484375,2065.0400390625
2064.57568359375,2044.38000488281
2064.4873046875,2044.2099609375
2065.6474609375,2041.88000488281
2074.94384765625,2052.22998046875
2074.352294921875,2052.64990234375
2075.6328125,2078.92993164063
2065.626953125,2091.43994140625
2065.024658203125,2090.06005859375
2058.6552734375,2100.1298828125
2062.19873046875,2093.93994140625
2057.051025390625,2097.7099609375
2060.81396484375,2104.07006835938
2065.142822265625,2100.830078125
2076.617431640625,2110.17993164063
2085.806640625,2112.7099609375
2097.648681640625,2115.64990234375
2103.879150390625,2109.57006835938
2104.798828125,2091.75
2108.8125,2076.64990234375
2109.5546875,2077.60009765625
2110.93310546875,2066.36010742187
2113.61328125,2078.19995117188
2113.138916015625,2075.580078125
2116.22021484375,2085.18994140625
2113.159912109375,2089.75
2107.118896484375,2092.80004882812
2097.974609375,2103.81005859375
2091.000732421875,2031.44995117187
2083.59326171875,2006.67004394531
2086.10205078125,2042.68994140625
2085.184326171875,2073.169921875
2086.717041015625,2099.34008789063
2086.3623046875,2095.05004882813
2090.010009765625,2084.42993164063
2092.806396484375,2100.419921875
2071.538818359375,2106.96997070312
2062.0166015625,2131.71997070312
2049.997314453125,2139.5
2059.2900390625,2153.81005859375
2084.52294921875,2157.8798828125
2100.556396484375,2165.1298828125
2107.15283203125,2162.0400390625
2110.986083984375,2163.7900390625
2115.132568359375,2166.10009765625
2130.141845703125,2172.90991210937
2141.093505859375,2166.46997070313
2155.302490234375,2173.7099609375
2162.470703125,2168.96997070313
2170.05419921875,2169.81005859375
2171.318359375,2166.05004882812
2175.081787109375,2168.830078125
2174.23486328125,2173.14990234375
2176.38037109375,2169.93994140625
2177.150634765625,2156.81005859375
2179.905517578125,2163.51000976562
2178.53564453125,2168.7900390625
2179.8544921875,2183.76000976563
2176.377197265625,2182.23999023437
2177.298095703125,2182.81005859375
2177.896240234375,2177.96997070312
2179.024658203125,2183.73999023437
2176.7255859375,2186.080078125
2176.70703125,2186.23999023437
2175.550537109375,2177.84008789063
2182.92724609375,2181.89990234375
2187.454345703125,2184.23999023438
2192.072021484375,2181.580078125
2190.186279296875,2187.81005859375
2191.315185546875,2185.09008789063
2191.707275390625,2173.2900390625
2193.5390625,2175.10009765625
2192.3564453125,2170.18994140625
2192.142822265625,2179.44995117187
2190.15771484375,2173.56005859375
2190.8330078125,2171.330078125
2191.986328125,2177.48999023437
2191.869873046875,2181.61010742187
2189.89697265625,2185.169921875
2187.580078125,2182.76000976562
2182.90478515625,2169.080078125
2185.487548828125,2120.86010742187
2183.665283203125,2150.46997070313
2186.110595703125,2127.86010742187
2184.511962890625,2125.36010742187
2181.88134765625,2146.47998046875
2185.1650390625,2143.98999023437
2182.999267578125,2145.93994140625
2177.11328125,2144.580078125
2159.615234375,2170.93994140625
2156.8310546875,2173.2900390625
2140.3671875,2158.5400390625
