Actual,Predicted
19.81,20.008072
18.93,18.880835
18.189999999999998,18.236626
17.529999999999998,17.532293
16.82,16.943192
16.15,16.245274
15.73,15.626128
15.459999999999999,15.488627
15.32,15.424736
16.26,15.389097
17.850000000000005,17.454412
19.890000000000004,19.4856
21.91,21.669607
23.889999999999997,23.408092
26.099999999999998,25.088312
26.869999999999997,27.251755
27.799999999999994,27.320423
28.359999999999992,28.13088
29.179999999999993,28.3624
28.87,29.274439
28.909999999999997,28.154642
28.289999999999992,28.23519
27.099999999999994,27.057095
25.09,25.532772
23.629999999999995,23.464308
22.859999999999996,22.583134
21.77,22.114693
20.859999999999996,20.966902
20.62,20.193012
20.09,20.183039
19.51,19.627775
19.260000000000005,19.223942
19.160000000000004,19.118332
19.61,19.164295
21.38,20.198902
23.07999999999999,23.10736
24.74,24.691862
25.96,26.018917
26.879999999999992,26.706104
28.059999999999995,27.326336
28.719999999999995,28.544321
28.369999999999997,28.986084
23.749999999999996,27.811478
20.16,21.238789
21.98,19.075804
23.179999999999993,22.21459
23.220000000000002,23.136349
23.049999999999997,22.425528
21.31,22.165974
20.26,20.068676
19.12,20.184748
18.649999999999995,19.003016
18.1,18.302197
17.41,17.36072
17.170000000000005,16.737759
16.639999999999997,16.73206
16.63,16.289436
17.41,16.760384
18.76,18.424034
19.86,20.27721
20.999999999999996,20.97181
21.03,21.860851
18.23,21.001951
16.77,16.896744
16.17,16.270315
15.830000000000002,15.524876
16.009999999999998,15.282474
15.769999999999996,15.606134
15.32,15.130396
14.929999999999998,14.688605
15.26,14.719905
15.279999999999998,15.539839
15.430000000000001,15.295099
15.05,15.534225
14.92,14.730636
14.879999999999997,14.733273
14.809999999999997,14.693878
14.660000000000004,14.646431
14.619999999999996,14.400989
14.420000000000002,14.438813
14.589999999999998,14.202152
15.290000000000003,14.709389
16.26,15.981409
17.56,17.28182
19.29,18.642454
20.0,20.490042
20.760000000000005,20.487875
21.38,21.076294
21.89,21.489393
22.83,21.91009
22.51,23.008614
22.689999999999998,21.934572
22.79,22.336782
22.689999999999998,22.431461
21.93,22.300272
21.250000000000004,21.015066
20.509999999999998,20.379534
20.09,19.580526
19.449999999999996,19.53912
18.55,18.77374
17.879999999999995,17.750698
16.740000000000002,17.221449
16.15,15.969793
15.6,15.72112
15.430000000000001,15.187849
15.95,15.328889
16.720000000000002,16.7007
18.55,17.819283
20.14,20.21383
22.16,21.518667
23.38,23.558487
25.030000000000005,24.104406
25.619999999999994,25.811167
25.809999999999995,25.830866
26.05999999999999,25.686996
26.629999999999995,25.75007
25.98999999999999,26.559185
25.85,25.02601
25.299999999999997,25.08299
24.019999999999992,24.23183
22.359999999999996,22.625246
21.93,21.14676
21.45,21.363092
19.820000000000004,20.747282
17.999999999999996,18.800379
17.29,17.216358
17.030000000000005,16.783484
16.94,16.772053
16.6,16.839708
16.029999999999998,16.30879
15.819999999999999,15.515214
16.07,15.636162
16.48,16.34192
16.99,16.982592
17.45,17.561396
17.48,17.853928
17.319999999999997,17.457752
17.97,17.078337
18.959999999999997,18.277605
18.38,19.731012
16.469999999999995,17.951067
16.15,15.440214
16.02,15.724523
15.509999999999996,15.638568
15.480000000000004,15.014708
15.360000000000003,15.116568
15.25,14.841867
14.92,15.05925
14.800000000000002,14.661199
14.820000000000002,14.697494
14.84,14.835241
14.890000000000002,14.849307
14.830000000000002,14.907904
15.010000000000003,14.730191
15.39,15.124159
16.85,15.730999
17.710000000000004,18.171711
18.069999999999997,18.55806
19.890000000000004,18.380312
20.509999999999998,20.847857
21.03,20.805584
21.01,21.191097
21.200000000000003,20.657917
21.150000000000002,20.926281
20.89,20.671583
20.72,20.353802
20.19,20.134466
19.15,19.40273
18.559999999999995,18.143518
18.11,17.935532
17.77,17.579191
17.36,17.340357
17.14,16.916264
17.100000000000005,16.838934
17.100000000000005,17.157276
16.6,17.238272
16.370000000000005,16.317741
16.44,16.162119
16.639999999999997,16.443466
16.519999999999996,16.840382
17.28,16.384716
18.59,17.987204
19.770000000000003,19.780602
20.590000000000003,20.8276
21.14,21.186483
21.69,21.375154
22.120000000000005,21.765701
21.679999999999996,22.146181
20.85,21.088976
20.41,19.861294
20.299999999999997,19.6388
19.93,19.797697
19.759999999999998,19.31129
19.49,19.256273
18.749999999999996,18.904839
17.94,18.096626
17.94,17.301617
17.829999999999995,17.831944
17.72,17.694748
17.730000000000004,17.5843
17.79,17.718882
17.89,17.847082
17.879999999999995,17.9629
17.97,17.854538
18.069999999999997,18.012302
18.510000000000005,18.104635
19.040000000000003,18.90574
20.059999999999995,19.531654
19.88,21.014528
20.46,19.81045
20.109999999999996,20.662767
19.239999999999995,19.636538
18.61,18.425127
17.730000000000004,17.858948
17.710000000000004,16.890665
17.42,17.341846
17.29,16.925337
16.95,16.922277
16.930000000000003,16.542582
16.99,16.951303
17.01,17.086926
17.31,17.093693
17.31,17.621283
17.16,17.310741
17.249999999999996,16.99983
17.75,17.161276
17.149999999999995,18.191427
17.28,16.697327
16.97,17.193476
17.0,16.568148
16.840000000000003,16.83649
16.639999999999997,16.508059
16.44,16.322088
15.690000000000003,16.11064
15.110000000000001,15.144349
14.989999999999998,14.611822
14.770000000000001,14.753275
14.52,14.511979
14.610000000000003,14.251949
14.750000000000002,14.698272
14.940000000000003,14.965257
14.809999999999997,15.165642
14.989999999999998,14.736387
14.879999999999997,15.043919
14.91,14.694185
14.64,14.804114
14.479999999999997,14.31256
14.56,14.233422
14.700000000000001,14.4359255
15.019999999999998,14.762261
15.399999999999999,15.26025
16.1,15.722636
16.860000000000003,16.723503
17.850000000000005,17.507587
18.47,18.64624
19.3,18.806942
20.010000000000005,19.730774
20.55,20.28344
20.54,20.682713
20.02,20.220108
20.249999999999996,19.344019
19.94,19.97243
19.13,19.383522
17.879999999999995,18.256659
17.509999999999998,16.842674
17.030000000000005,16.957563
16.44,16.470463
15.970000000000002,15.926985
15.209999999999997,15.4827585
14.58,14.56051
14.339999999999996,14.116272
13.89,14.143147
13.499999999999998,13.6051235
13.860000000000003,13.213653
14.869999999999997,14.357979
16.32,16.112244
17.89,17.756636
19.81,19.220829
20.97,21.085165
21.080000000000002,21.603413
21.84,21.028776
22.28,21.965782
23.109999999999996,22.173346
23.489999999999995,23.209333
23.439999999999994,23.275818
23.01,22.894106
22.22,22.2305
21.01,21.343
19.619999999999997,19.888529
17.879999999999995,18.600868
16.92,16.950266
16.180000000000003,16.29024
15.53,15.64282
14.940000000000003,15.059231
14.529999999999998,14.494204
14.04,14.337561
13.980000000000004,13.7554245
14.470000000000002,14.124248
15.769999999999996,15.191105
17.7,17.271355
19.97,19.406574
22.17,21.728016
23.929999999999993,23.616041
25.030000000000005,24.8682
26.259999999999998,25.50848
26.830000000000002,26.680761
26.959999999999997,26.896725
27.009999999999998,26.620466
26.869999999999997,26.453524
26.270000000000003,26.142307
25.07,25.212048
23.03,23.579544
21.539999999999996,21.513374
21.43,20.565344
20.690000000000005,20.959938
19.83,19.973022
19.239999999999995,19.123446
18.530000000000005,18.651402
18.769999999999996,17.986654
18.38,19.046446
18.530000000000005,18.193682
19.639999999999997,18.69001
20.58,20.87053
22.090000000000003,21.713993
20.63,23.267399
19.44,20.11511
19.66,18.81386
21.57,19.484312
22.53,22.459543
23.52,22.802492
23.78,23.675316
23.719999999999995,23.48182
23.349999999999998,23.362812
22.4,22.829071
21.52,21.43808
20.14,20.45182
19.720000000000002,18.936197
19.54,19.062103
18.679999999999996,19.01537
17.55,17.890478
17.19,16.772137
16.790000000000003,16.842863
16.399999999999995,16.438765
16.180000000000003,16.097424
15.679999999999998,15.97132
15.66,15.263996
16.519999999999996,15.677122
18.2,17.559381
19.25,19.856594
20.520000000000003,20.360697
21.59,21.416801
22.13,22.1198
22.4,22.347748
22.359999999999996,22.34501
22.770000000000003,22.00429
23.139999999999997,22.58892
22.309999999999995,22.942924
22.04,21.337301
21.38,21.353088
20.179999999999996,20.500181
19.009999999999998,19.11331
18.38,18.183887
17.339999999999996,17.790766
16.63,16.563112
15.749999999999998,16.11136
15.010000000000003,15.164777
14.43,14.4944105
14.190000000000003,14.016576
13.939999999999996,14.24243
14.470000000000002,13.91909
15.570000000000002,15.234959
17.07,16.939827
19.39,18.524954
21.220000000000002,21.120615
23.07999999999999,22.493578
23.59,24.09232
24.95,23.839626
25.63,25.403055
25.979999999999997,25.716125
26.189999999999998,25.883505
26.24,25.77963
25.439999999999998,25.696575
23.769999999999996,24.314838
22.3,22.179518
21.11,21.098528
20.640000000000004,20.135431
20.389999999999997,20.04857
19.840000000000003,19.859999
19.34,19.181276
18.62,18.743532
18.019999999999996,18.189222
17.75,17.667307
18.59,17.519312
19.329999999999995,19.6079
20.04,20.343468
21.18,20.842758
21.28,22.011143
22.25,21.375126
23.729999999999997,22.72287
21.849999999999998,24.595228
20.26,20.796732
21.35,19.263754
21.59,21.57714
21.29,21.409185
21.1,20.643385
20.54,20.409231
19.87,19.539078
19.549999999999997,19.2335
18.93,19.289717
18.510000000000005,18.2522
18.25,17.883904
18.01,17.863197
17.809999999999995,17.765045
17.38,17.651703
16.960000000000004,17.087173
16.689999999999998,16.617878
16.26,16.419037
16.499999999999996,15.909588
16.75,16.69226
16.589999999999996,17.086327
17.06,16.570358
18.290000000000003,17.420052
19.12,19.46488
19.4,19.955559
20.010000000000005,19.644169
17.249999999999996,20.207918
16.67,15.771744
17.199999999999996,16.337624
17.509999999999998,17.109959
17.660000000000004,17.327291
17.24,17.346888
17.129999999999995,16.585629
17.0,16.657238
17.01,16.77255
17.04,16.901545
16.930000000000003,16.860157
16.75,16.656874
16.49,16.51081
16.08,16.217958
16.110000000000003,15.706192
15.749999999999998,15.960288
15.629999999999997,15.403465
16.15,15.436234
16.82,16.68082
17.3,17.619726
17.68,17.76226
18.139999999999997,17.91909
18.79,18.314314
19.429999999999996,19.190756
19.39,19.836359
19.230000000000004,19.216066
19.650000000000002,18.852549
20.04,19.589912
19.95,20.056341
19.569999999999997,19.629616
19.19,19.008303
18.86,18.62677
18.410000000000004,18.374609
18.080000000000002,17.866283
17.75,17.598068
17.389999999999997,17.248339
17.100000000000005,16.972672
16.77,16.814703
15.970000000000002,16.521128
15.509999999999996,15.4031925
15.850000000000001,15.135127
17.170000000000005,16.20487
19.429999999999996,18.583912
21.629999999999995,21.34792
22.87,23.432299
23.699999999999996,23.831247
24.53,24.10598
25.09,24.795877
25.23999999999999,25.215542
25.449999999999992,24.937777
25.339999999999996,25.03492
24.9,24.635265
24.27,24.048676
23.269999999999992,23.288795
21.98,22.071419
20.879999999999995,20.82303
20.07,19.983664
19.4,19.342949
18.78,18.763315
18.24,18.187126
17.21,17.698107
16.62,16.574438
16.060000000000002,16.251776
15.789999999999996,15.686027
16.24,15.675933
16.8,16.868816
17.69,17.637436
19.519999999999996,18.758179
20.83,20.993233
22.76,21.903305
24.119999999999994,23.964746
25.109999999999996,24.879435
26.01,25.559916
26.52,26.289461
26.679999999999996,26.635996
26.729999999999997,26.397942
26.64,26.28365
25.77,26.023619
24.099999999999998,24.564003
22.34,22.536846
21.36,21.096476
20.48,20.526377
19.83,19.758408
19.160000000000004,19.246174
18.44,18.553154
17.97,17.849365
17.76,17.65534
17.509999999999998,17.781921
18.05,17.456999
19.569999999999997,18.807482
21.080000000000002,21.17729
23.67,22.571194
25.72,25.512316
27.15,27.167368
27.84,28.009504
28.669999999999995,28.160112
28.75,28.937788
29.43,28.480515
29.109999999999992,29.419165
29.229999999999993,28.286423
28.409999999999993,28.542482
26.959999999999997,27.039394
26.099999999999998,25.345816
24.469999999999995,24.950897
22.87,23.22449
21.939999999999998,21.837147
21.049999999999997,21.257128
20.690000000000005,20.402176
20.299999999999997,20.22656
19.98,20.00612
18.98,19.721943
18.749999999999996,18.456873
19.260000000000005,18.592495
20.29,19.90688
21.849999999999998,21.552717
24.429999999999996,23.26942
26.01,26.251032
27.539999999999992,27.155903
28.769999999999996,28.42396
29.41,29.37561
29.749999999999996,29.684862
30.06,29.707745
29.36,29.87194
27.16,28.260517
25.12,25.012264
24.74,23.638077
24.029999999999998,23.939692
22.850000000000005,23.161171
21.7,21.90742
20.15,20.876009
19.44,19.268227
19.18,19.15489
18.91,19.07919
18.959999999999997,18.687754
18.889999999999997,19.003258
18.99,18.885881
19.12,19.087296
19.74,19.254866
20.22,20.439497
21.900000000000002,20.732645
23.319999999999993,23.245342
23.959999999999997,24.43199
25.009999999999994,24.526945
26.019999999999996,25.438383
26.150000000000002,26.4547
25.30999999999999,26.087364
19.85,24.362608
18.749999999999996,17.741253
18.99,18.352102
19.25,18.532433
18.74,18.873402
17.99,17.947886
17.730000000000004,17.240528
17.07,17.28035
17.100000000000005,16.945204
16.95,17.054636
16.68,16.664503
16.659999999999997,16.299915
16.55,16.607105
16.740000000000002,16.502285
16.92,16.94135
17.369999999999997,17.120329
17.69,17.844973
18.55,17.94788
19.34,19.348417
20.68,20.036228
21.11,21.639236
20.949999999999996,21.378565
21.220000000000002,20.6663
20.82,21.025063
17.7,20.257116
17.07,16.120344
17.01,16.611073
16.53,16.461737
16.19,15.885932
16.13,15.693729
16.0,15.76493
15.67,15.674229
15.340000000000003,15.428174
15.159999999999997,15.114721
14.550000000000002,14.960218
14.009999999999996,14.084676
13.589999999999998,13.5708275
13.510000000000003,13.204816
13.969999999999999,13.406233
15.030000000000001,14.439886
16.569999999999997,16.216063
18.54,17.98752
20.760000000000005,20.046692
21.89,22.229424
22.309999999999995,22.596216
23.530000000000005,22.431206
24.069999999999993,23.84335
23.73999999999999,24.08304
24.009999999999998,23.071228
23.869999999999997,23.579123
23.55,23.181276
22.359999999999996,22.818115
21.880000000000003,21.103237
20.68,21.098322
20.330000000000002,19.561089
19.56,19.840578
18.37,18.791342
17.63,17.522926
17.79,17.026476
17.100000000000005,18.091942
16.740000000000002,16.664139
16.41,16.515514
16.46,16.09021
16.980000000000004,16.547688
17.55,17.53776
18.830000000000002,18.3118
19.92,20.02934
21.66,20.854591
22.820000000000004,22.845608
21.42,23.52142
20.059999999999995,20.600683
19.59,19.077518
19.86,18.914019
19.280000000000005,19.589178
19.25,18.407597
18.819999999999997,18.654491
17.97,17.947676
17.509999999999998,17.260109
17.24,17.184631
17.35,16.968441
17.369999999999997,17.339735
16.759999999999998,17.399456
16.77,16.348286
16.44,16.656408
16.110000000000003,16.149132
16.08,15.796289
16.449999999999996,15.887337
16.85,16.729628
17.26,17.264788
18.37,17.679352
19.66,19.39923
19.61,20.679106
20.879999999999995,19.705
20.36,21.477694
19.73,19.808613
19.41,19.002733
19.519999999999996,18.783234
19.669999999999998,19.155478
18.61,19.306608
16.960000000000004,17.641987
16.77,15.904775
16.81,16.403618
16.469999999999995,16.673664
16.08,16.086353
15.889999999999999,15.604179
15.450000000000001,15.497093
15.360000000000003,15.0632105
15.19,15.225869
15.12,15.063523
15.019999999999998,15.075373
15.19,14.93782
15.780000000000001,15.405912
17.439999999999998,16.414568
19.140000000000004,18.932148
20.26,20.573275
21.489999999999995,21.128101
22.52,22.093336
22.34,22.908915
23.55,22.016298
23.52,23.898212
23.410000000000004,23.13395
22.929999999999996,22.88055
22.23,22.091711
21.24,21.23886
19.73,20.089457
19.090000000000003,18.697065
18.410000000000004,18.424511
17.850000000000005,17.706936
17.319999999999997,17.286686
17.100000000000005,16.777729
16.779999999999998,16.986288
16.280000000000005,16.608738
16.05,15.995441
15.550000000000002,15.891423
14.86,15.208657
14.820000000000002,14.373771
15.170000000000002,14.727205
15.26,15.63243
15.690000000000003,15.428416
15.99,16.14496
16.02,16.244308
17.09,16.00683
17.69,17.991402
18.59,18.216297
17.899999999999995,19.245678
17.100000000000005,17.31641
17.389999999999997,16.419502
17.149999999999995,17.193789
15.53,16.715155
15.150000000000002,14.447581
15.3,14.632641
14.43,14.983958
14.589999999999998,13.789762
14.589999999999998,14.574523
14.56,14.486832
13.849999999999998,14.466819
13.9,13.388469
14.190000000000003,13.872983
14.719999999999999,14.392401
14.879999999999997,15.213386
15.620000000000003,14.966534
16.180000000000003,16.172451
15.959999999999997,16.553263
15.679999999999998,15.794352
15.24,15.300337
15.489999999999997,14.702382
17.24,15.317703
16.469999999999995,18.24887
15.550000000000002,15.964466
15.679999999999998,15.041385
16.27,15.511994
16.040000000000003,16.344997
16.05,15.617836
15.469999999999999,15.737843
14.91,14.684508
14.750000000000002,14.356101
14.3,14.482171
14.15,13.861794
13.919999999999998,13.844136
13.860000000000003,13.621566
13.800000000000002,13.84145
13.860000000000003,13.7795725
14.16,13.982996
14.750000000000002,14.468661
15.2,15.34646
16.2,15.607136
17.319999999999997,17.06403
18.74,18.159704
19.78,19.68383
20.27,20.362162
21.080000000000002,20.430447
21.98,21.267067
22.35,22.28569
22.210000000000004,22.30195
21.96,21.720842
20.949999999999996,21.336226
19.2,19.871635
18.32,17.956291
17.65,17.586342
16.639999999999997,16.951603
15.94,15.89957
15.550000000000002,15.394338
15.360000000000003,15.105513
15.220000000000002,15.350394
15.019999999999998,15.280336
15.05,15.006168
14.989999999999998,15.166464
15.629999999999997,15.000424
16.54,16.341434
17.509999999999998,17.553862
19.03,18.48325
18.91,20.095129
18.699999999999996,18.883638
19.53,18.316826
19.51,19.663294
18.889999999999997,19.209532
18.019999999999996,18.092268
16.12,17.02324
15.38,14.925696
14.660000000000004,14.814687
14.599999999999998,14.1535845
14.490000000000002,14.293222
14.830000000000002,14.114739
14.730000000000004,15.227026
14.660000000000004,14.755829
14.479999999999997,14.646504
14.420000000000002,14.293551
14.389999999999999,14.289291
