16000,0.01,0.5560691652470797,6.405221250776627
16000,0.1,0.7627350363884244,2.8960386292360276
16000,0.2,0.845702136277561,1.8354899667701117
16000,0.3,0.8906690918694103,1.2948516460253428
16000,0.4,0.9138474582307488,1.0157395725014473
16000,0.5,0.931733924912803,0.806728674209503
16000,0.6,0.9437232201999047,0.6664316965394662
16000,0.7,0.9529438343889844,0.5592479422428062
16000,0.8,0.9606280902384138,0.47069000441214115
16000,0.9,0.9651922949071204,0.41651530726082264
16000,1,0.9702766489305473,0.3580396547902474
16000,1.1,0.9740088613299912,0.3146111208090016
16000,1.2,0.9770174044704223,0.2794386386942672
16000,1.3,0.9797181044820904,0.24795743831050576
16000,1.4,0.9817454092956913,0.2240213387336381
