2,1.3158172923706526,1.0105185316097653,1.0
3,1.8944505529508726,1.5672429207809786,1.584962500721156
4,2.2727771722783143,1.9393024284931624,2.0
5,2.5626646424135133,2.2335292778103693,2.3219280948873626
10,3.4183211907293893,3.0829959117284105,3.321928094887362
15,3.903992223567768,3.539991575966925,3.906890595608517
20,4.21680720669165,3.8830252424165543,4.321928094887362
25,4.430810587904723,4.145414731250218,4.643856189774728
30,4.611535601254209,4.3200833537777,4.906890595608519
35,4.771452497222352,4.453434453715001,5.1292830169449575
40,4.926120158245338,4.5552664996741346,5.321928094887365
45,5.071162072089008,4.6592490548579715,5.491853096329662
50,5.206489115406954,4.767063349196186,5.643856189774731
